记录日期,订单号,订单号查重,客户订单总数,物流状态,是否收到退货/退货单据,是否退运费,是否退运费险,退款原因分类,具体操作要求,最终退款金额（美元）,退款日期,创建人,备注,父记录
2026/03/21,LC8139904,单号登记重复，请检查,1,未发货且标记取消,否,不退运费,不退运费险,订单异常/取消/修改订单,"2件退全款
OT57-SageApple-M
OT57-SageApple-L",139.8,2026/03/22,user943110,,
2026/03/21,LC8135120,,5,已发货,否,不退运费,不退运费险,产品问题,1件退40%,29.12,2026/03/22,user943110,⁠$39.96 CAD,
2026/03/21," LC8133319",,2,已发货,是,不退运费,不退运费险,产品问题,2件退全款,169.8,2026/03/22,user943110,,
2026/03/21,LC8137311,,1,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,232.32,2026/03/22,user943110,,
2026/03/21," LC8136125",,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,99.9,2026/03/22,user943110,,
2026/03/21,"LC8127796

",,4,已发货,否,不退运费,不退运费险,产品问题,3件退40%,97.5,2026/03/22,user943110,,
2026/03/21,LC8131391,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款 OT10-ButterYellow-S
 lws-mxd16ol-m",199.8,2026/03/22,user943110,,
2026/03/21,LC8128699,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,68.86,2026/03/22,user943110,$94.50 CAD,
2026/03/21,LC8138920,,1,已发货,否,不退运费,不退运费险,券/折扣问题,4件退10%,38.96,2026/03/22,兰婷,RBS20没用上,
2026/03/21,LC8131192 ,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,136.71,2026/03/22,用户275783,,
2026/03/21,LC8133154,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
OT67-LimeYellow-S
SKT25-NaturalLinen-S",126.49,2026/03/22,用户275783,,
2026/03/21,LC8135244,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
TA13-OpticWhite-M",74.9,2026/03/22,用户275783,,
2026/03/21,LC8139936,,3,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,112.8,2026/03/22,用户275783,重复订单,
2026/03/21,LC8139788,,3,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,147.74,2026/03/22,用户275783,重复订单,
2026/03/21,LC8131815 ,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,70.23,2026/03/22,用户275783,$100.00 AUD,
2026/03/21,LC8130885,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,150.83,2026/03/22,用户275783,$207.00 CAD,
2026/03/21,LC8137469,,1,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,86.32,2026/03/22,用户275783,⁠$122.90 AUD,
2026/03/21,LC8140462,,2,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,159.73,2026/03/22,用户275783,"重复订单。⁠kr1,031.40 DKK",
2026/03/21,LFR1584,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
OT58-Rosa-M
OT57-SageApple-M
",123.84,2026/03/22,用户275783,"登记错误。€107,04 EUR",
2026/03/21,LC8134869,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MDD70-DustyRose-L",97.09,2026/03/22,用户275783,£72.80 GBP,
2026/03/21,LC8136048,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,26.96,2026/03/22,用户275783,,
2026/03/21,LC8134994,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,77.26,2026/03/22,用户275783,£57.92 GBP,
2026/03/21,LC8132468,,1,已发货,否,不退运费,不退运费险,产品问题,"2件退40%
LWS-MXD31-Rosa-XXL
TA14-Rosa-XL",62.93,2026/03/22,用户275783,,
2026/03/21,LC8134653,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MXD80-OatMilk-M
SHT45-OceanCream-S",182.59,2026/03/22,用户275783,,
2026/03/21,LC8134380,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,58.51,2026/03/22,用户275783,⁠£43.86 GBP,
2026/03/21,LC8126149,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-PT13OGR-S
LWS-PT17-CinnamonBrown-S",160.8,2026/03/22,用户275783,,
2026/03/21,LC8133532,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,229.3,2026/03/22,用户275783,£171.90 GBP,
2026/03/21,LC8127359,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,100.29,2026/03/22,用户275783,⁠kr936.90 SEK,
2026/03/22,LC8133562,,2,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
TA14-Rosa-M",25.47,2026/03/23,用户275783,,
2026/03/22,LC8125378,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,98.91,2026/03/23,用户275783,,
2026/03/22,LC8136010,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,21.32,2026/03/23,user943110,,
2026/03/22,LC8134080,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,61.13,2026/03/23,user943110,,
2026/03/22,LC8132586,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,125.91,2026/03/23,user943110,,
2026/03/22,LC8135225 ,,4,已发货,是,不退运费,不退运费险,产品问题,3件退全款,215.76,2026/03/23,user943110,,
2026/03/22,LC8126758,,1,已发货,否,不退运费,不退运费险,产品问题,3件退40%,91.73,2026/03/23,user943110,$125.76 CAD,
2026/03/22,LC8132896,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,43.85,2026/03/23,兰婷,$60.12 CAD,
2026/03/22,LC8140589,,2,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,119.8,2026/03/23,兰婷,,
2026/03/22," LC8132671",,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/03/23,user943110,,
2026/03/22,"LC8136157
",,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,139.9,2026/03/23,user943110,,
2026/03/22,LFR1589,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,95.24,2026/03/23,兰婷,⁠€82.32 EUR,
2026/03/22,LC8130934,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD35-NaturalLinen-S",116.91,2026/03/23,兰婷,,
2026/03/22,LC8131263,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD37-OliveMoss-S",97.43,2026/03/23,兰婷,,
2026/03/22,LC8129389,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/03/23,兰婷,,
2026/03/22,LC8134567,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,242.17,2026/03/23,兰婷,£181.80 GBP,
2026/03/22,LC8133155,,2,已发货,是,不退运费,不退运费险,产品问题,4件退全款,424.44,2026/03/23,user943110,,
2026/03/22,LC8139932,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,135.48,2026/03/23,兰婷,$185.90 CAD,
2026/03/22,LC8140845,,1,未发货,否,不退运费,不退运费险,券/折扣问题,1件退10%,11.99,2026/03/23,兰婷,,
2026/03/22,LC8140585,单号登记重复，请检查,2,未发货,否,退运费,不退运费险,其他,退运费9.9刀,9.9,2026/03/23,兰婷,同时分开下了两单,
2026/03/22,LC8133528,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,239.8,2026/03/23,兰婷,,
2026/03/22,LC8133671,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,215.82,2026/03/23,兰婷,,
2026/03/22,LC8133087 ,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,76.42,2026/03/23,用户275783,,
2026/03/22,LC8140603,,1,发货已拦截,否,不退运费,不退运费险,订单异常/取消/修改订单,"1件退全款
MDD155-NavyStripe-L",125.91,2026/03/23,用户275783,同个订单的重复产品,
2026/03/22,LC8126976,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,199.8,2026/03/23,用户275783,,
2026/03/22,LC8133084,,1,已发货,否,不退运费,不退运费险,产品问题,2件退40%,55.37,2026/03/23,用户275783,$75.82 CAD,
2026/03/22,LFR1832,,4,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,122.36,2026/03/23,高慧慧,"重复订单。€105,90 EUR",
2026/03/22,LFR1831,,4,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,129.28,2026/03/23,高慧慧,"重复订单。€111,89 EUR",
2026/03/22,LC8133896,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,105.6,2026/03/23,用户275783,£79.20 GBP,
2026/03/22,LC8133162,,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
LWS-SHT42LPK-M",25.47,2026/03/23,用户275783,,
2026/03/22,LFR1170,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,155.19,2026/03/23,用户275783,"€134,24 EUR",
2026/03/22,LC8130642,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,156.04,2026/03/23,用户275783,⁠£117.00 GBP,
2026/03/22,LC8135961,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,121.36,2026/03/23,用户275783,£91.00 GBP,
2026/03/22,LC8124564,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD79-Sand-S",110.05,2026/03/23,用户275783,€94.95 EUR,
2026/03/23,LC8138224,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,243.7,2026/03/24,兰婷,,
2026/03/23,LC8127352,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-PT11BK-XXL",76.41,2026/03/24,兰婷,,
2026/03/23,LC8126845,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
SHT68-OpticWhite-M
BOT19-MustardGreen-M",154.62,2026/03/24,兰婷,,
2026/03/23,LC8124428,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,355.98,2026/03/24,兰婷,,
2026/03/23,LC8131424,,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MDD112-AquaBlue-S",44.17,2026/03/24,兰婷,,
2026/03/23,LC8123797,,2,部分发货,否,不退运费,不退运费险,缺货问题,"1件退全款
PT57-MerlotMystique-M",72.17,2026/03/24,兰婷,,
2026/03/23,LC8133830,,5,已发货,是,不退运费,不退运费险,产品问题,1件退全款,77.11,2026/03/24,兰婷,$110.00 AUD,
2026/03/23,LC8129736,,1,已发货,否,不退运费,不退运费险,产品问题,"3件退40%
BLZ04-CharcoalBlack-XL
SHT63-OpticWhite-XXL
LWS-JK22LSBL-XXL",86.6,2026/03/24,陈楚文,,
2026/03/23,LC8140138,,7,已发货,否,退运费,不退运费险,其他,退运费9.9刀,9.9,2026/03/24,兰婷,,
2026/03/23,LC8131774,,2,已发货,否,不退运费,不退运费险,产品问题,4件退40%,127.84,2026/03/24,陈楚文,,
2026/03/23,LC8137056,,4,已发货,否,不退运费,不退运费险,产品问题,1件退40%,27.96,2026/03/24,陈楚文,,
2026/03/23,LC8135718,,2,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
LWS-OT10BL-S",25.57,2026/03/24,兰婷,,
2026/03/23,LC8130929,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,119.61,2026/03/24,陈楚文,,
2026/03/23,LC8141407,,2,已发货,否,不退运费,不退运费险,券/折扣问题,1件退20%,27.98,2026/03/24,兰婷,,
2026/03/23,LC8133925,,1,未发货,否,不退运费,不退运费险,缺货问题,2件退10%,15.32,2026/03/24,高慧慧,£11.43 GBP,
2026/03/23,LC8124431,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
TA51-CharcoalBlack-L
PT45-Khaki-L
OT58-OpticWhite-L",213.37,2026/03/24,黄佩銮,$293.25 CAD,
2026/03/23,LC8129412,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",116.91,2026/03/24,黄佩銮,,
2026/03/23,LC8129763,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",152.82,2026/03/24,黄佩銮,,
2026/03/23,LC8130200,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
MDD98-CharcoalBlack-XXL
BOT04-MistBlue-XXL
LWS-OT5RRD-XXL
MDD98-BabyBlue-XL",328.14,2026/03/24,黄佩銮,,
2026/03/23,LC8132538,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",208.45,2026/03/24,黄佩銮,£155.55 GBP,
2026/03/23,LC8132675,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
PT39-OpticWhite-XL
TA13-OpticWhite-L
LT1-Rosewood-L",238.23,2026/03/24,黄佩銮,,
2026/03/23,LC8132705,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-OT32PP-L",67.92,2026/03/24,黄佩銮,,
2026/03/23,LC8132943,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",77.99,2026/03/24,黄佩銮,⁠€67.46 EUR,
2026/03/23,LC8134136,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",89.9,2026/03/24,黄佩銮,,
2026/03/23,LC8134357,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,118.32,2026/03/24,黄佩銮,kr 763.20 DKK,
2026/03/23,LC8134411,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
BOT20-SkyBlue-L
PT67-SkyBlue-L",169.8,2026/03/24,黄佩銮,,
2026/03/23,LC8135511,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MXD56-BurgundyRed-XXL
LOT30-BlossomNavy-XXL",155.36,2026/03/24,黄佩銮,£116.00 GBP,
2026/03/23,LC8135945,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",76.72,2026/03/24,黄佩銮,€66.36 EUR,
2026/03/23,LC8136172,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD80-OatMilk-XL",110.42,2026/03/24,黄佩銮,,
2026/03/23,LC8136596,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",185.06,2026/03/24,黄佩銮,,
2026/03/23,LC8140946,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,184.32,2026/03/24,高慧慧,,
2026/03/23,LUK2497,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,192.59,2026/03/24,用户275783,£143.80 GBP,
2026/03/23,LC8138239,单号登记重复，请检查,1,未发货且标记取消,否,不退运费,不退运费险,订单异常/取消/修改订单,"2件退全款
LWS-MDD50-Stripe-L
PT69-CharcoalBlack-XL",160.02,2026/03/24,用户275783,,
2026/03/23,LC8138250,,2,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,79.8,2026/03/24,用户275783,,
2026/03/23,LC8140134,,10,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,90.84,2026/03/24,用户275783,,
2026/03/23,LC8133975,,2,已发货,否,不退运费,不退运费险,产品问题,2件退40%,61.92,2026/03/24,用户275783,,
2026/03/23,LC8129765,,2,已发货,是,不退运费,不退运费险,产品问题,2件退全款,159.84,2026/03/24,用户275783,,
2026/03/23,LC8132438,,2,已发货,是,不退运费,不退运费险,产品问题,2件退全款,184.8,2026/03/24,用户275783,,
2026/03/24,LC8134789,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,68.31,2026/03/25,陈楚文,,
2026/03/24,LC8129266,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款MXD34-BabyBlue-S,104.01,2026/03/25,黄佩銮,€89.56 EUR,
2026/03/24,LC8133715,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",167.76,2026/03/25,黄佩銮,,
2026/03/24,LC8134844,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.13,2026/03/25,用户275783,£55.25 GBP,
2026/03/24,LC8133100,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,285.38,2026/03/25,用户275783,€245.85 EUR,
2026/03/24,LUK2515,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,366.13,2026/03/25,用户275783,£273.38 GBP,
2026/03/24,LC8129068,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-MDD70-AquaBlue-S
JK22-Khaki-M",155.84,2026/03/25,用户275783,,
2026/03/24,LC8138239,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD87-BlushPaisley-XL",107.91,2026/03/25,陈楚文,,
2026/03/24,LC8136285,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,166.46,2026/03/25,用户275783,$229.10 CAD,
2026/03/24,LC8136890,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,125.91,2026/03/25,用户275783,,
2026/03/24,LC8127867,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,229.8,2026/03/25,高慧慧,,
2026/03/24,LC8132276,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,69.9,2026/03/25,高慧慧,,
2026/03/24,LC8136406,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,143.92,2026/03/25,用户275783,,
2026/03/24,LC8128179,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,98.91,2026/03/25,陈楚文,,
2026/03/24,LC8131777,,3,已发货,是,不退运费,不退运费险,产品问题,1件退全款,99.9,2026/03/25,陈楚文,,
2026/03/24,LC8135206 ,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MXD12BL-L",103.41,2026/03/25,用户275783,,
2026/03/24,LFR1647,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,35.57,2026/03/25,高慧慧,€30.63 EUR,
2026/03/24,LC8136952,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD149-SageKhaki-L",116.91,2026/03/25,高慧慧,,
2026/03/24,LC8133160,,5,已发货,是,不退运费,不退运费险,产品问题,1件退全款,116.91,2026/03/25,用户275783,,
2026/03/24,LC8136680,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,110.42,2026/03/25,用户275783,,
2026/03/24,LC8136251 ,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT65-Rosa-L",71.91,2026/03/25,用户275783,,
2026/03/24,LC8135077,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MXD42KH-L",87.92,2026/03/25,高慧慧,,
2026/03/24,LC8133286,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,99.9,2026/03/25,陈楚文,,
2026/03/24,LC8127957,单号登记重复，请检查,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-MXD31-Rosa-M",91.38,2026/03/25,高慧慧,,
2026/03/24,LC8127957,单号登记重复，请检查,3,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MXD80-OatMilk-M",44.17,2026/03/25,高慧慧,,
2026/03/24,LC8136794,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,89.91,2026/03/25,黄佩銮,,
2026/03/24,LC8130019,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,99.9,2026/03/25,用户275783,,
2026/03/24,LC8129445,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,166.32,2026/03/25,黄佩銮,,
2026/03/24,LC8134175,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,237.23,2026/03/25,用户275783,,
2026/03/24,LC8135625,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,62.91,2026/03/25,用户275783,,
2026/03/24,LC8130919,,3,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-SHT42LPK-L
MXD80-OatMilk-L",174.09,2026/03/25,黄佩銮,,
2026/03/24,LC8129099,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT34-Mushroom-S",56.93,2026/03/25,陈楚文,,
2026/03/24,LC8137604,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,139.9,2026/03/25,陈楚文,,
2026/03/24,LC8140356,,2,未发货且标记取消,否,退运费,退运费险,高风险订单,整单退全款,147.34,2026/03/25,高慧慧,,
2026/03/24,LC8135177,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,79.9,2026/03/25,黄佩銮,,
2026/03/24,LC8135172,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,109.9,2026/03/25,黄佩銮,,
2026/03/24,LC8126459,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
",476.64,2026/03/25,黄佩銮,,
2026/03/24,LC8131279,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",112.36,2026/03/25,黄佩銮,,
2026/03/24,LC8135478,,3,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
",445.14,2026/03/25,黄佩銮,,
2026/03/24,LC8135742,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",215.82,2026/03/25,黄佩銮,,
2026/03/24,LC8135942,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT57-SageApple-S",69.9,2026/03/25,黄佩銮,,
2026/03/24,LC8136518,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD98-CharcoalBlack-XXL
MXD77-SkyBlue-XL",202.15,2026/03/25,黄佩銮,$288.90 AUD,
2026/03/24,LC8136780,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD163-PastelPink-M",95.92,2026/03/25,黄佩銮,,
2026/03/24,LC8136073,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,98.91,2026/03/25,用户275783,,
2026/03/24,LC8140652,单号登记重复，请检查,1,未发货且标记取消,否,不退运费,不退运费险,缺货问题,"1件退全款
PT75-OpticWhite-M",91.58,2026/03/25,用户275783,kr589.50 DKK,
2026/03/24,LC8140652,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,订单异常/取消/修改订单,整单退15%,39.64,2026/03/25,用户275783,取消订单协商的部分退款。⁠kr255.18 DKK,
2026/03/24,LC8135422,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT33-SunsetPlaid-XL",69.49,2026/03/25,用户275783,£51.85 GBP,
2026/03/24,LC8134372 ,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD89-Sand-XL",119.42,2026/03/25,用户275783,£89.10 GBP,
2026/03/25,LC8131638,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
OT57-SageApple-M
LWS-OT9DNBL-M",131.59,2026/03/26,黄佩銮,,
2026/03/25,LC8131782,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,208.09,2026/03/26,兰婷,,
2026/03/25,LC8142045,,1,未发货,否,不退运费,不退运费险,券/折扣问题,3件退5%,13.04,2026/03/26,陈楚文,"FL10 
(原单用5%折扣， 再退5%）",
2026/03/25,LC8134423,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,352.6,2026/03/26,兰婷,,
2026/03/25,LC8126507,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/03/26,陈楚文,,
2026/03/25,LC8134174,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD35-NavyBlue-S",116.91,2026/03/26,兰婷,,
2026/03/25,LC8139277,,2,未发货且标记取消,否,退运费,退运费险,缺货问题,整单退全款,137.8,2026/03/26,兰婷,,
2026/03/25,LC8141876,,1,未发货,否,不退运费,退运费险,其他,退运费险,3.41,2026/03/26,高慧慧,⁠€2.95 EUR,
2026/03/25,LC8141991,,1,未发货,否,不退运费,不退运费险,订单异常/取消/修改订单,2件退10%,15.76,2026/03/26,陈楚文,FL10。£11.80 GBP,
2026/03/25,LC8129045,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,143.78,2026/03/26,兰婷,$198.75 CAD,
2026/03/25,LC8138746,,1,未发货,否,不退运费,不退运费险,缺货问题,整单退15%,19.47,2026/03/26,兰婷,,
2026/03/25,LC8137726,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,186.84,2026/03/26,兰婷,,
2026/03/25,LC8129686,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,275.93,2026/03/26,兰婷,,
2026/03/25,LC8129973,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,320.13,2026/03/26,陈楚文,,
2026/03/25,LC8137520,,1,已发货,否,不退运费,不退运费险,产品问题,6件退45%,250.83,2026/03/26,高慧慧,,
2026/03/25,LC8136771,,1,未发货,否,不退运费,不退运费险,缺货问题,"1件退20%
PT69-CharcoalBlack-L",13.98,2026/03/26,陈楚文,,
2026/03/25,LC8134109,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
lws-mxd16pk-s",97.67,2026/03/26,兰婷,,
2026/03/25,LC8127962,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",118.92,2026/03/26,兰婷,,
2026/03/25,"LC8127955

",,5,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
",392.82,2026/03/26,兰婷,,
2026/03/25,LC8130558,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",69.42,2026/03/26,兰婷,$100.00 AUD,
2026/03/25,LC8137892,,2,已发货,是,不退运费,不退运费险,产品问题,"6件退全款
",520.44,2026/03/26,高慧慧,,
2026/03/25,LC8135535,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",119.9,2026/03/26,陈楚文,,
2026/03/25,LC8127405,,2,已发货,是,不退运费,不退运费险,产品问题,"6件退全款
",477,2026/03/26,黄佩銮,€410.70 EUR,
2026/03/25,LC8131022,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",149.9,2026/03/26,黄佩銮,,
2026/03/25,LC8131647,,3,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
PT64-CharcoalBlack-M
MDD154-NavyStripe-S",213.31,2026/03/26,黄佩銮,£159.00 GBP,
2026/03/25,LC8131710,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
BOT20-SkyBlue-L",62.91,2026/03/26,黄佩銮,,
2026/03/25,LC8132407,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",127.48,2026/03/26,黄佩銮,€109.76 EUR,
2026/03/25,LC8133518,,3,已发货,是,不退运费,不退运费险,产品问题,"8件退全款
MXD77-SkyBlue-S
MDD160-Sand-S
LWS-MXD31-Black-S
MXD39-SageApple-S
MXD89-Sand-S
LWS-MDD151BK-XS
LWS-MXD31KH-XS
SHT45-OceanCream-S",708.16,2026/03/26,黄佩銮,,
2026/03/25,LC8133891,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",119.9,2026/03/26,黄佩銮,,
2026/03/25,LC8133901,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-PT13CR-S
LWS-PT13OGR-S",151.8,2026/03/26,黄佩銮,,
2026/03/25,LC8137683,,5,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
",365.6,2026/03/26,黄佩銮,,
2026/03/25,LC8136569,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",109.9,2026/03/26,黄佩銮,,
2026/03/25,LC8137068,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,242.82,2026/03/26,黄佩銮,,
2026/03/25,LC8136509,,2,已发货,是,不退运费,不退运费险,产品问题,3件退全款,264.7,2026/03/26,黄佩銮,,
2026/03/25,LC8137619,,2,已发货,是,不退运费,不退运费险,产品问题,"两件退全款
SHT43-Rosa-XL
LWS-PT13CR-XL",128.64,2026/03/26,黄佩銮,,
2026/03/25,LC8131713,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款LWS-MDD70-DustyRose-S,101.92,2026/03/26,黄佩銮,,
2026/03/25,LC8129630,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,129.41,2026/03/26,用户275783,€111.95 EUR,
2026/03/25,LC8134588,,2,已发货,否,不退运费,不退运费险,产品问题,5件退40%,146.04,2026/03/26,用户275783,,
